"Timestamp","Hur gammal är du?","Vad har du för könsidentitet?","Vad är ditt modersmål? Ange ett eller flera språk (t.ex. svenska, arabiska).","Var i Sverige växte du upp (upp till 12 års ålder)? Ange en eller flera städer eller landskap. Är du uppväxt i ett annat land än Sverige, uppge istället landets namn.","Var växte dina föräldrar upp (upp till 12 års ålder)? Ange en eller flera städer eller landskap. Om någon är uppväxt i ett annat land än Sverige, uppge istället landets namn (t.ex. ""Finland och Malmö""). ","Vilken är din nuvarande bostadsort?","Vilken är din högsta avslutade utbildning?","Vilken är din/dina föräldrars högsta avslutade utbildning? Markera ett eller flera alternativ.","Doge är (___) meme som har spridits på internet. ","En liten mängd data som webbsidor kan lagra på besökarens dator kallas för (___) cookie.","Man kan få åtkomst till Instagram på telefonen genom att ladda ned (___) app.","Ett degknyte med fyllning är (___) dumpling.","Den här figuren, som ska likna en glad katt, är ett exempel på (___) emoticon.","Någon som bryr sig mycket om mode och kläder kan kallas för (___) fashionista. ","Genom att vända en kamera mot sitt eget ansikte kan man ta (___) selfie. ","Två prickar och ett streck är allt som krävs för att rita (___) smiley.","När man gör ett konto på en webbsida där man inte använder sitt riktiga namn väljer man istället (___) nickname. ","Om man vill testa sina kunskaper är det lätt att hitta (___) quiz på internet om något man är intresserad av.","Att något har (___) vibe man tycker om betyder ofta att man gillar känslan det avger.","Någon som anser sig leva i ""ofrivillig celibat"" kallas för (___) incel, från engelskans ""involuntary celibate"". ","För att kunna ladda ned en video från t.ex. Youtube kan man behöva skaffa (___) software.","Till skillnad från andra telefoner kan (___) smartphone både ladda ned appar och söka på internet.","Nyligen skapade Disney (___) remake av filmen Lejonkungen från 1994.","Om man har lagring för en miljard byte, då har man totalt (___) gigabyte.","När det var tio sekunder kvar till det nya året påbörjades (___) countdown.","För att avvärja dataintrång när man använder internet är det viktigt att man har (___) firewall. ","Leksaken som består av ett kullager och tre blad och som går att snurra på kallas för (___) fidget spinner.","Producerar man videomaterial på webbplatsen Youtube är man (___) youtuber. ","Kläderna man har på sig är vad som också kan kallas för (___) outfit.","En bärbar dator är (___) laptop. ","iPad är ett exempel på (___) tablet. ","Istället för att ringa kan man skriva till sina kompisar i (___) chat.","Har man problem med impotens kan man ta (___) viagra. ","I stora städer där det är mycket luftföroreningar bildas det ofta (___) smog som kan innebära fara för hälsan.","På bland annat Youtube och Facebook kan man titta på inspelade videor, och vill man se något direktsänt kan man också titta på (___) livestream. ","Genom att ändra klädstil och skaffa ny frisyr kan man skaffa sig (___) look som är mer på modet.","Ett sådant här test som är lätt att lösa för människor men svårt för datorprogram är (___) captcha. ","Ett evenemang där programmerare träffas och programmerar tillsammans under en intensiv period är (___) hackathon.","Inom shintoismen tror man att (___) torii kan hålla borta dåligt inflytande av onda andar.","På festivaler och vid andra festligheter i Japan är det typiskt, särskilt som kvinna, att ha på sig (___) yukata. ","Anime är en sorts animerad film från Japan. Pokémon är ett exempel på (___) anime som är väldigt populär. ","Om man är i Japan och vill ta sig en drink och äta lättare mat kan man gå till (___) izakaya. ","Bilden visar japanska dumplings, eller dumplingar. Man kan fylla (___) gyoza med t.ex. kyckling, fläsk eller vegetariskt innehåll. ","Kombucha är en fermenterad tedryck. Det är viktigt att ha en bra mängd socker för att få (___) kombucha som har en bra balans mellan surhet och sötma. ","Att känna att man har ett syfte och en mening med livet brukar sägas vara vad det handlar om att ha (___) ikigai.","Hundrasen akita har sitt ursprung i Japan. I mankhöjd kan (___) akita bli uppemot 70 cm. ","Mitsubishi är ett exempel på ett stort japanskt företagskonglomerat som äger stora delar av den japanska industrin. Denna företagsgrupp är det man kallar för (___) keiretsu. ","För att tydligt förmedla en känsla i ett elektroniskt textmeddelande kan man skicka (___) emoji. ","Det här populära logikspelet där man ska placera ut siffror i ett rutmönster är (___) sudoku.","Tofu görs på sojabönor och kan tillagas på olika sätt.  På bilden syns (___) tofu av fast typ. ","En japansk kortdikt med ett speciellt versmått som traditionellt skrivs på tre rader är (___) haiku. ","Miniatyrskulpturen på bilden är exempel på (___) netsuke av elfenben.","En person som isolerar sig från samhället, stänger sig inne och inte har något socialt liv kallas för (___) hikikomori. ","En japansk het källa med spa är (___) onsen.","Den japanska sortens mårdhund som syns på bilden är (___) tanuki.","Sake är en japansk alkoholhaltig dryck bryggd på ris. Kvaliteten på (___) sake beror bland annat på riset som använts vid bryggningen. ","Mochi är en japansk efterrätt gjord av ris. På bilden syns (___) mochi med smak av grönt te. ","En traditionell japansk underhållare, typiskt en kvinna med vitmålat ansikte, är (___) geisha."
"2021/10/22 12:26:05 AM GMT+2","40-49 år","Man","Svenska","Stockholm","Kristianstad och Göteborg/Etiopen/Kenya/Arvika/Stockholm","Stockholm","Universitetsexamen","Annan eftergymnasial utbildning","ett","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 1:03:59 AM GMT+2","30-39 år","Kvinna","Svenska","Skåne","Skåne","Stockholm","Universitetsexamen","Grundskola","ett","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","ett","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 1:37:42 AM GMT+2","18-24 år","Man","Svenska","Helsingborg, Skåne ","Helsingborg, Skåne och Ljungbyhed, Skåne ","Linköping ","Gymnasium","Universitetsexamen","en","en","en","en","ett","en","en","en","ett","ett","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","ett","en","en","en","ett","ett","ett","en","en","ett","en","en","ett","en","ett","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 6:13:43 AM GMT+2","25-29 år","Kvinna","Svenska","Stockholm ","Stockholm ","Uppsala ","Gymnasium","Gymnasium;Annan eftergymnasial utbildning","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","ett","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 7:28:05 AM GMT+2","40-49 år","Kvinna","Svenska","Skåne","Skåne Småland ","Lund","Universitetsexamen","Gymnasium;Universitetsexamen","en","en","en","en","en","en","ett","en","ett","ett","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","ett","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 7:32:40 AM GMT+2","25-29 år","Kvinna","Svenska ","Västergötland","Botswana","Halmstad","Annan eftergymnasial utbildning","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","ett","en","en","en","en","en","en","en","en","en","ett","en","ett","en","en","ett","en","en","en","en"
"2021/10/22 7:57:25 AM GMT+2","18-24 år","Kvinna","Svenska ","Örkelljunga ","Kristianstad, Karlskrona ","Örkelljunga","Annan eftergymnasial utbildning","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","ett","en","en","en","en","ett","en","ett","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 8:02:44 AM GMT+2","25-29 år","Kvinna","Svenska","Helsingborg","Åstorp och Vetlanda","Mora","Annan eftergymnasial utbildning","Annan eftergymnasial utbildning","en","en","en","en","ett","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","ett","en","en","en","en","en","ett","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 8:32:58 AM GMT+2","25-29 år","Kvinna","Svenska","Skåne (Malmö-området)","Skåne (Malmö med omnejd) ","Lund","Universitetsexamen","Grundskola;Gymnasium","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","ett","en","en","en","en"
"2021/10/22 8:50:18 AM GMT+2","18-24 år","Annat/Vill inte uppge","svenska","Skåne, vellinge","Södertälje och Åstorp","Stockholm","Universitetsexamen","Gymnasium","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","ett","ett","en","en","en","en","en","en","ett","en","ett","en","en","en","en","en","en","en","en","en","en","en"
"2021/10/22 8:54:42 AM GMT+2","18-24 år","Kvinna","Svenska","Örkelljunga","Markaryd och Kenya","Linköping","Gymnasium","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","ett","en","en","en","ett","en","en","ett","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 8:55:25 AM GMT+2","50-64 år","Kvinna","Svenska","Stockholm","Stockholm","Stockholm","Universitetsexamen","Gymnasium","en","en","en","en","en","en","en","en","ett","en","en","en","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 9:07:47 AM GMT+2","25-29 år","Man","Svenska","Stockholm","Stockholm, Göteborg","Lund","Gymnasium","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en"
"2021/10/22 10:02:52 AM GMT+2","40-49 år","Kvinna","Svenska","Stockholm ","Norrland","Helsingborg ","Annan eftergymnasial utbildning","Gymnasium","ett","en","en","en","en","en","en","en","ett","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","en","en","en","ett","en","en","en","en","en","en","en","ett","en","ett","en","ett","en","en","ett","en","en","en","en"
"2021/10/22 10:53:37 AM GMT+2","25-29 år","Kvinna","Svenska","Skåne, Helsingborg och Hässleholm","Skåne Helsingborg","Vittsjö","Annan eftergymnasial utbildning","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","ett","en","en","en","en","en","en","en","en","ett","en","ett","en","en","ett","en","en","en","en","en","en"
"2021/10/22 11:07:47 AM GMT+2","18-24 år","Man","Svenska","Ängelholm","Utvälinge, Åstorp","Ängelholm","Gymnasium","Annan eftergymnasial utbildning","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 11:34:31 AM GMT+2","25-29 år","Kvinna","Svenska","Skurup","Sjöbo, Landskrona","Lund","Universitetsexamen","Universitetsexamen;Annan eftergymnasial utbildning","en","en","ett","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","ett","en","en","en","ett","en","en","en","en","ett","en","ett","en","en"
"2021/10/22 12:06:49 PM GMT+2","50-64 år","Man","Svenska ","Helsingborg ","Höganäs, Helsingborg ","Helsingborg ","Annan eftergymnasial utbildning","Grundskola","ett","en","en","en","en","en","en","en","ett","ett","en","ett","ett","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","ett","en","ett","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 1:48:47 PM GMT+2","18-24 år","Kvinna","Svenska","Uddevalla","Munkedal och Västergötland","Växjö","Universitetsexamen","Universitetsexamen","ett","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","ett","en","en","en","ett","en","en","en","en","ett","en","en","en","en"
"2021/10/22 2:11:33 PM GMT+2","40-49 år","Man","Svenska","Falun ","Vittangi, Huskvarna","Stockholm","Universitetsexamen","Universitetsexamen","ett","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","ett","en"
"2021/10/22 3:30:43 PM GMT+2","30-39 år","Man","Svenska","Örkelljunga ","Örkelljunga, Höganäs ","Stockholm","Annan eftergymnasial utbildning","Grundskola","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 3:34:59 PM GMT+2","30-39 år","Man","Svenska","Dalarna","Dalarna och Skåne","Eket","Annan eftergymnasial utbildning","Gymnasium;Annan eftergymnasial utbildning","en","en","en","ett","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","ett","en","ett","en","en","en","en","ett","en","en","en","en"
"2021/10/22 4:59:05 PM GMT+2","50-64 år","Kvinna","Svenska,Danska","Skåne","Danmark","Helsingborg","Universitetsexamen","Grundskola;Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","ett","en","ett","en","ett","en","en","en","en","ett","en","en","en","en"
"2021/10/22 5:03:53 PM GMT+2","50-64 år","Kvinna","Svenska","Skåne","Skåne","Helsingborg ","Universitetsexamen","Annan eftergymnasial utbildning","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","ett","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 6:55:52 PM GMT+2","18-24 år","Kvinna","Svenska","Stockholm","Stockholm","Uppsala","Universitetsexamen","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en"
"2021/10/22 7:05:20 PM GMT+2","18-24 år","Annat/Vill inte uppge","svenska","Åstorp","Helsingborg, Danmark","Jönköping","Gymnasium","Gymnasium","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","ett","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 7:07:15 PM GMT+2","18-24 år","Man","Svenska","Helsingborg","Helsingborg","Malmö","Gymnasium","Universitetsexamen","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 7:29:18 PM GMT+2","50-64 år","Kvinna","Svenska","Ängelholm","Ängelholm","Helsingborg","Universitetsexamen","Gymnasium","ett","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","ett","en","en","en","en","en","ett","en","en","ett","en","en","ett","ett","en","en","ett","en","en","en","ett","en","en","en","ett","en","ett","en","en","en","en","en","en","en"
"2021/10/22 8:23:57 PM GMT+2","40-49 år","Kvinna","Svenska","Helsingborg","Helsingborg","Älmhult","Universitetsexamen","Gymnasium","ett","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en"
"2021/10/22 8:24:44 PM GMT+2","18-24 år","Man","Svenska","Linköping","Arboga och Motala, Halmstad, Linköping","Lund","Gymnasium","Gymnasium;Universitetsexamen","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/22 8:29:30 PM GMT+2","50-64 år","Kvinna","Svenska","Sörmland","Sörmland","Vill ej svara ","Universitetsexamen","Grundskola","ett","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","ett","en","ett","en","ett","en","en","en","en","ett","en","en","en","en"
"2021/10/22 10:03:36 PM GMT+2","25-29 år","Kvinna","Svenska","Småland, Skåne ","Skåne, Småland","Helsingborg","Universitetsexamen","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","ett","en","en","en","en","en","en","en"
"2021/10/22 10:24:48 PM GMT+2","50-64 år","Man","Svenska","Helsingborg ","Kristianstad,  Helsingborg ","Stockholm ","Gymnasium","Grundskola;Gymnasium","ett","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","ett","en","en","en","ett","en","ett","en","en","ett","en","en","en","en"
"2021/10/22 10:37:14 PM GMT+2","40-49 år","Kvinna","Svenska","Båstad kommun Skåne","Blekinge+Stockholm. Ulricehamn ","Nacka","Universitetsexamen","Gymnasium;Universitetsexamen","ett","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/23 1:24:45 AM GMT+2","18-24 år","Man","Svenska ","Helsingborg","Malmö, Helsingborg","Umeå","Gymnasium","Gymnasium","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","ett","ett","en","en","en","en","en","en","ett","en","ett","en","ett","en","en","en","en","ett","en","en","en","en"
"2021/10/23 8:31:23 AM GMT+2","40-49 år","Man","svenska","ängelholm","ängelholm","ängelholm","Grundskola","Gymnasium;Universitetsexamen","en","en","en","en","ett","en","en","en","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","ett","en","ett","en","en","ett","en","en","en","en"
"2021/10/23 10:15:49 AM GMT+2","50-64 år","Kvinna","Svenska","Hara och Östersund i Jämtlands län","Hara, Östersund","Helsingborg","Annan eftergymnasial utbildning","Gymnasium","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","ett","en","en","en","en","en","ett","en","en","en","ett","en","en","en","en","ett","en","en","en","en"
"2021/10/23 10:46:39 AM GMT+2","30-39 år","Man","Svenska ","Ystad/Skurups kommun","Mor - Trelleborg och Danderyd. Far - Stockholm och Thailand","Jakarta","Universitetsexamen","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","ett","en","ett","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","ett","en","ett","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/23 10:54:14 AM GMT+2","65+ år","Kvinna","Svenska ","Jämtland ","Jämtland ","Östersund ","Gymnasium","Grundskola","ett","en","en","en","ett","en","en","en","ett","ett","en","en","ett","en","en","ett","ett","en","en","en","ett","en","en","ett","en","ett","ett","en","ett","en","ett","en","ett","en","en","en","ett","en","ett","en","ett","ett","en","en","en","ett","en","en","en","en"
"2021/10/23 11:43:45 AM GMT+2","50-64 år","Kvinna","Svenska ","Södra Sverige ","Södera Sverige ","Köpenhamn ","Annan eftergymnasial utbildning","Grundskola","ett","en","en","en","ett","en","en","en","ett","en","en","en","en","en","en","ett","en","en","en","en","ett","en","en","en","en","ett","en","ett","en","ett","en","en","ett","en","en","en","ett","en","en","en","ett","en","ett","en","en","en","en","en","en","en"
"2021/10/23 1:33:42 PM GMT+2","50-64 år","Kvinna","Svenska","Skåne","Skåne","Örebro","Universitetsexamen","Grundskola","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","ett","en","en","ett","en","en","en","en","en","ett","en","ett","en","en","en","en","ett","en","ett","en","en"
"2021/10/23 3:56:05 PM GMT+2","50-64 år","Kvinna","Svenska","Skåne och Uppland","Skåne","Skåne","Universitetsexamen","Universitetsexamen","ett","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","ett","en","ett","ett","en","ett","en","ett","en","ett","en","en","ett","en","en","en","en"
"2021/10/23 4:20:15 PM GMT+2","40-49 år","Man","Svenska ","Skellefteå ","Skellefteå ","Stockholm ","Universitetsexamen","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/23 4:55:04 PM GMT+2","18-24 år","Man","svenska","Viken","Blekinge och Skåne","Göteborg","Universitetsexamen","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","ett","ett","en","en","en","en","en","ett","en","en","en","ett","ett","en","en","en","en","en","ett","en","en"
"2021/10/23 4:58:32 PM GMT+2","40-49 år","Kvinna","Svenska","Stockholm","Stockholm/Dalarna","Stockholm","Annan eftergymnasial utbildning","Gymnasium","ett","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/23 5:03:05 PM GMT+2","18-24 år","Kvinna","Svenska","Stockholm, Uppsala ","Finland, karlskrona","Uppsala ","Gymnasium","Annan eftergymnasial utbildning","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","ett","en","en","en","en","en","en","en","en","ett","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/23 5:55:54 PM GMT+2","30-39 år","Kvinna","Svenska","Örebro","Örebro och Hällefors","Örebro","Gymnasium","Gymnasium;Annan eftergymnasial utbildning","en","en","en","en","ett","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","ett","ett","en","en","en","ett","en","en","ett","en","ett","en","ett","en","ett","en","en","ett","en","en","en","en"
"2021/10/23 6:07:40 PM GMT+2","40-49 år","Man","Svenska","Polen, Saudia arabien, Landskrona","Landskrona","Helsingborg","Gymnasium","Gymnasium;Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","ett","en","ett","en","ett","en","en","ett","en","ett","en","ett","ett","en"
"2021/10/24 12:12:18 AM GMT+2","18-24 år","Kvinna","Svenska","Skåne","Skåne/Dalarna","Falun","Gymnasium","Annan eftergymnasial utbildning","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","ett","en","en","ett","en","ett","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/24 4:00:28 AM GMT+2","50-64 år","Kvinna","Svenska","Helsingborg","Alvesta, Åstorp","Bjärred","Universitetsexamen","Universitetsexamen","ett","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","ett","en","ett","en","en","ett","en","ett","en","en","en","en"
"2021/10/24 7:51:57 AM GMT+2","50-64 år","Kvinna","Svenska","Södra Skåne","Lomma, Uppsala","Ystad","Universitetsexamen","Grundskola;Gymnasium","ett","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","ett","en","ett","en","ett","en","en","en","en","ett","en","en","en","en"
"2021/10/24 8:16:34 AM GMT+2","30-39 år","Kvinna","Svenska","Ystad","Ystad och Ystad","Ystad","Universitetsexamen","Gymnasium;Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","ett","en","ett","en","en","en","en","en","en","en"
"2021/10/24 8:19:01 AM GMT+2","30-39 år","Man","Svenska","Västerbottens län","Skellefteå","Umeå","Universitetsexamen","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en"
"2021/10/24 8:56:23 AM GMT+2","30-39 år","Kvinna","Svenska","Linköping","Östergötland, Jämtland ","Lund","Universitetsexamen","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/24 9:02:01 AM GMT+2","50-64 år","Kvinna","Svenska","Sverige ","Göteborg och Stockholm/Lund","Lund","Universitetsexamen","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","ett","ett","en","en","en","en","ett","ett","en","en","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/24 9:04:33 AM GMT+2","50-64 år","Kvinna","Svenska ","Göteborg och Usa","Stockholm","Stockholm","Universitetsexamen","Universitetsexamen","ett","en","en","en","ett","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","ett","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/24 9:06:50 AM GMT+2","30-39 år","Man","Svenska, Polska","Halmstad, Malmö","Polen, Malmö","Båstad","Universitetsexamen","Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","ett","en","ett","en","en","en","en","en","en","en","en","en"
"2021/10/24 9:17:00 AM GMT+2","50-64 år","Kvinna","Svenska ","Östersund","Åsarna, Norrköping","Vallåkra","Universitetsexamen","Grundskola;Annan eftergymnasial utbildning","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","ett","ett","en","en","en","en","en","ett","en","en","en","ett","en","en","en","en","ett","en","en","en","en"
"2021/10/24 9:34:22 AM GMT+2","50-64 år","Man","Svenska","Helsingborg","Viken, Simrishamn","Höllviken","Universitetsexamen","Gymnasium;Annan eftergymnasial utbildning","en","en","en","en","en","en","en","en","ett","en","en","ett","ett","en","en","ett","en","en","en","en","en","en","en","en","ett","en","en","en","en","ett","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en"
"2021/10/24 9:37:31 AM GMT+2","50-64 år","Kvinna","Svenska ","Stockholm, Västergötland ","Västergötland, Östergötland ","Västerås ","Universitetsexamen","Gymnasium;Universitetsexamen","en","en","en","en","en","en","en","en","ett","ett","en","en","ett","en","en","en","ett","en","en","en","en","en","en","en","en","en","en","en","en","ett","en","en","en","en","en","en","ett","en","ett","en","ett","en","en","en","en","en","en","en","en","en"
